"Title","Author","Description","Tags","Category","Product","Service","How To Investigate","Known False Positives","Query"
"Disable Important Scheduled Task","frack113, Nasreddine Bencherchali (Nextron Systems)","Detects when adversaries stop services or processes by disabling their respective scheduled tasks in order to conduct data destructive activities","attack.impact, attack.t1489","process_creation","windows","Not classified","Review the context around the event to determine if it was part of a known maintenance window or system change 
Check if the scheduled task was disabled by a legitimate user account or process 
Correlate with other security events to identify any suspicious activities before or after the task was disabled 
Investigate if there are any alerts or logs indicating unauthorized access or malicious activity on the system","Legitimate administrative actions may involve disabling scheduled tasks for maintenance purposes 
Software updates or installations may temporarily disable scheduled tasks 
Scheduled tasks may be disabled as part of a system configuration change","Image=""*\\schtasks.exe"" CommandLine=""*/Change*"" CommandLine=""*/TN*"" CommandLine=""*/disable*"" CommandLine IN (""*\\Windows\\SystemRestore\\SR*"", ""*\\Windows\\Windows Defender\\*"", ""*\\Windows\\BitLocker*"", ""*\\Windows\\WindowsBackup\\*"", ""*\\Windows\\WindowsUpdate\\*"", ""*\\Windows\\UpdateOrchestrator\\*"", ""*\\Windows\\ExploitGuard*"")"
"Schtasks From Suspicious Folders","Florian Roth (Nextron Systems)","Detects scheduled task creations that have suspicious action command and folder combinations","attack.execution, attack.t1053.005","process_creation","windows","Not classified","Review the scheduled task details to determine if the action command and folder combination is indeed suspicious 
Check the context of the scheduled task creation, such as the user context and time of creation 
Investigate the reputation of the file or command executed by the scheduled task 
Correlate with other security events to identify any related suspicious activities","Legitimate scheduled task creation by system administrators 
Scheduled tasks created by legitimate software installations 
Scheduled tasks created by endpoint management tools","Image=""*\\schtasks.exe"" OR OriginalFileName=""schtasks.exe"" CommandLine=""* /create *"" CommandLine IN (""*powershell*"", ""*pwsh*"", ""*cmd /c *"", ""*cmd /k *"", ""*cmd /r *"", ""*cmd.exe /c *"", ""*cmd.exe /k *"", ""*cmd.exe /r *"") CommandLine IN (""*C:\\ProgramData\\*"", ""*%ProgramData%*"")"
"Uncommon One Time Only Scheduled Task At 00:00","pH-T (Nextron Systems)","Detects scheduled task creation events that include suspicious actions, and is run once at 00:00","attack.execution, attack.persistence, attack.privilege_escalation, attack.t1053.005","process_creation","windows","Not classified","Review the command line arguments of the process creation event to identify the specific actions being performed 
Check the scheduled task details to determine if it was created by a legitimate process or user 
Correlate the scheduled task creation event with other security events to look for patterns of malicious behavior 
Verify the reputation of the process and associated files using threat intelligence feeds","Legitimate system maintenance tasks scheduled by administrators 
Scheduled backups configured by IT teams 
Updates initiated by trusted software applications","Image=""*\\schtasks.exe*"" OR OriginalFileName=""schtasks.exe"" CommandLine IN (""*wscript*"", ""*vbscript*"", ""*cscript*"", ""*wmic *"", ""*wmic.exe*"", ""*regsvr32.exe*"", ""*powershell*"", ""*\\AppData\\*"") CommandLine=""*once*"" CommandLine=""*00:00*"""
"Potential Persistence Via Powershell Search Order Hijacking - Task","pH-T (Nextron Systems), Florian Roth (Nextron Systems)","Detects suspicious powershell execution via a schedule task where the command ends with an suspicious flags to hide the powershell instance instead of executeing scripts or commands. This could be a sign of persistence via PowerShell ""Get-Variable"" technique as seen being used in Colibri Loader","attack.execution, attack.persistence, attack.t1053.005, attack.t1059.001","process_creation","windows","Not classified","Review the scheduled tasks on the system for any legitimate PowerShell executions 
Check if any administrative scripts are configured to run with similar flags 
Verify if any security tools or scripts are set to run with hidden windows","Legitimate use of PowerShell with scheduled tasks 
Administrative scripts utilizing similar flags 
Security tools or scripts designed to run with hidden windows","ParentImage=""C:\\WINDOWS\\System32\\svchost.exe"" ParentCommandLine=""*-k netsvcs*"" ParentCommandLine=""*-s Schedule*"" CommandLine IN (""* -windowstyle hidden"", ""* -w hidden"", ""* -ep bypass"", ""* -noni"")"
"Scheduled Task Executing Encoded Payload from Registry","pH-T (Nextron Systems), @Kostastsale, @TheDFIRReport, X__Junior (Nextron Systems), Nasreddine Bencherchali (Nextron Systems)","Detects the creation of a schtask that potentially executes a base64 encoded payload stored in the Windows Registry using PowerShell.","attack.execution, attack.persistence, attack.t1053.005, attack.t1059.001","process_creation","windows","Not classified","Review the details of the scheduled task to determine its purpose and origin 
Check if the base64 encoded payload is related to a known, authorized application or script 
Investigate the registry keys accessed by the scheduled task to identify any suspicious activity 
Analyze the PowerShell commands executed by the scheduled task for any malicious intent","Legitimate scheduled tasks that involve base64 encoding for benign purposes 
Scheduled tasks that interact with the registry for normal system operations 
Scheduled tasks that use PowerShell for legitimate administrative tasks","Image=""*\\schtasks.exe"" OR OriginalFileName=""schtasks.exe"" CommandLine=""*/Create*"" CommandLine IN (""*FromBase64String*"", ""*encodedcommand*"") CommandLine IN (""*Get-ItemProperty*"", ""* gp *"") CommandLine IN (""*HKCU:*"", ""*HKLM:*"", ""*registry::*"", ""*HKEY_*"")"
"Suspicious Schtasks Schedule Types","Nasreddine Bencherchali (Nextron Systems)","Detects scheduled task creations or modification on a suspicious schedule type","attack.execution, attack.t1053.005","process_creation","windows","Not classified","Review the command line arguments of the schtasks.exe process to understand the scheduled task being created or modified 
Check the context in which the scheduled task is being created or modified to determine if it aligns with legitimate activities 
Correlate the scheduled task creation/modification with other security events to identify any malicious behavior","Scheduled tasks legitimately created or modified by system administrators 
Scheduled tasks created by trusted automation scripts 
Scheduled tasks related to known software installations","Image=""*\\schtasks.exe"" OR OriginalFileName=""schtasks.exe"" CommandLine IN (""* ONLOGON *"", ""* ONSTART *"", ""* ONCE *"", ""* ONIDLE *"") NOT (CommandLine IN (""*NT AUT*"", ""* SYSTEM*"", ""*HIGHEST*""))"
"Script Event Consumer Spawning Process","Sittikorn S","Detects a suspicious child process of Script Event Consumer (scrcons.exe).","attack.execution, attack.t1047","process_creation","windows","Not classified","Check if the parent process is a legitimate system process or software 
Verify if the child process is related to a scheduled task or administrative activity 
Review any recent changes or configurations involving Script Event Consumer 
Correlate with other security events to determine the context of the process spawning","Legitimate use of scrcons.exe for system administration tasks 
Known software that may spawn child processes of scrcons.exe 
Script Event Consumer used in legitimate scheduled tasks","ParentImage=""*\\scrcons.exe"" Image IN (""*\\svchost.exe"", ""*\\dllhost.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"", ""*\\schtasks.exe"", ""*\\regsvr32.exe"", ""*\\mshta.exe"", ""*\\rundll32.exe"", ""*\\msiexec.exe"", ""*\\msbuild.exe"")"
"Possible Privilege Escalation via Weak Service Permissions","Teymur Kheirkhabarov","Detection of sc.exe utility spawning by user with Medium integrity level to change service ImagePath or FailureCommand","attack.persistence, attack.defense_evasion, attack.privilege_escalation, attack.t1574.011","process_creation","windows","Not classified","Review the command-line arguments of the sc.exe process to determine the intent of the command 
Check the user context under which the sc.exe process was executed 
Correlate the process creation event with other security events to identify any suspicious patterns 
Verify if the service ImagePath or FailureCommand was actually modified by the sc.exe process","Legitimate use of sc.exe by authorized administrators to manage services 
Updates or installations that legitimately require service configuration changes 
Third-party applications that use sc.exe for legitimate purposes","Image=""*\\sc.exe"" IntegrityLevel=""Medium"" (CommandLine=""*config*"" CommandLine=""*binPath*"") OR (CommandLine=""*failure*"" CommandLine=""*command*"")"
"Allow Service Access Using Security Descriptor Tampering Via Sc.EXE","Nasreddine Bencherchali (Nextron Systems)","Detects suspicious DACL modifications to allow access to a service from a suspicious trustee. This can be used to override access restrictions set by previous ACLs.","attack.persistence, attack.t1543.003","process_creation","windows","Not classified","Review the command-line arguments of the process creation event to identify the specific service being targeted 
Check for any legitimate administrative actions that may have caused the DACL modifications 
Correlate with other security events to determine if the modification was part of a larger attack campaign","Legitimate changes to service permissions by administrators 
Scheduled tasks or scripts that modify service permissions 
Updates or installations that require changes to service permissions","Image=""*\\sc.exe"" OR OriginalFileName=""sc.exe"" CommandLine=""*sdset*"" CommandLine=""*A;*"" CommandLine IN (""*;IU*"", ""*;SU*"", ""*;BA*"", ""*;SY*"", ""*;WD*"")"
"Deny Service Access Using Security Descriptor Tampering Via Sc.EXE","Jonhnathan Ribeiro, oscd.community","Detects suspicious DACL modifications to deny access to a service that affects critical trustees. This can be used to hide services or make them unstoppable.","attack.persistence, attack.t1543.003","process_creation","windows","Not classified","Review Windows security event logs for related service access events 
Check for legitimate service permission changes by authorized personnel 
Analyze the command-line arguments of the process for context and intent 
Correlate with network and endpoint logs to determine impact and scope","Legitimate changes to service permissions by administrators 
Scheduled service maintenance tasks 
Third-party software that legitimately interacts with service permissions","Image=""*\\sc.exe"" OR OriginalFileName=""sc.exe"" CommandLine=""*sdset*"" CommandLine=""*D;*"" CommandLine IN (""*;IU*"", ""*;SU*"", ""*;BA*"", ""*;SY*"", ""*;WD*"")"
"Service DACL Abuse To Hide Services Via Sc.EXE","Andreas Hunkeler (@Karneades)","Detects usage of the ""sc.exe"" utility adding a new service with special permission seen used by threat actors which makes the service hidden and unremovable.","attack.persistence, attack.defense_evasion, attack.privilege_escalation, attack.t1574.011","process_creation","windows","Not classified","Review Windows process creation logs for instances of sc.exe being used with suspicious command line parameters 
Check for any new hidden services created on the system 
Analyze the permissions of existing services to identify any unauthorized changes 
Correlate with network or endpoint logs to determine if the service is communicating with external entities","Legitimate use of sc.exe to manage Windows services 
Administrators making legitimate changes to service permissions 
Security tools or scripts using sc.exe for authorized actions","Image=""*\\sc.exe"" OR OriginalFileName=""sc.exe"" CommandLine=""*sdset*"" CommandLine=""*DCLCWPDTSD*"""
"Suspicious Service Path Modification","Victor Sergeev, oscd.community, Nasreddine Bencherchali (Nextron Systems)","Detects service path modification via the ""sc"" binary to a suspicious command or path","attack.persistence, attack.privilege_escalation, attack.t1543.003","process_creation","windows","Not classified","Review system administrator activity logs to confirm legitimate changes 
Check for software installations or updates around the same time as the detection 
Analyze scheduled tasks or scripts for modifications to service paths 
Correlate with authorized tools or scripts used in the environment","Legitimate changes to service paths by system administrators 
Updates or installations of legitimate software that may trigger similar commands 
Scheduled tasks or scripts that modify service paths 
Changes made by authorized tools or scripts","Image=""*\\sc.exe"" CommandLine=""*config*"" CommandLine=""*binPath*"" CommandLine IN (""*powershell*"", ""*cmd *"", ""*mshta*"", ""*wscript*"", ""*cscript*"", ""*rundll32*"", ""*svchost*"", ""*dllhost*"", ""*cmd.exe /c*"", ""*cmd.exe /k*"", ""*cmd.exe /r*"", ""*cmd /c*"", ""*cmd /k*"", ""*cmd /r*"", ""*C:\\Users\\Public*"", ""*\\Downloads\\*"", ""*\\Desktop\\*"", ""*\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\*"", ""*C:\\Windows\\TEMP\\*"", ""*\\AppData\\Local\\Temp*"")"
"Sdiagnhost Calling Suspicious Child Process","Nextron Systems","Detects sdiagnhost.exe calling a suspicious child process (e.g. used in exploits for Follina / CVE-2022-30190)","attack.defense_evasion, attack.t1036, attack.t1218","process_creation","windows","Not classified","Review the command-line arguments of the sdiagnhost.exe process to understand the context of the child process execution 
Check the reputation and digital signatures of the child processes to determine if they are malicious 
Correlate the process creation events with other security logs to identify any related suspicious activities 
Investigate the parent-child process relationship to determine if the behavior is part of a legitimate or malicious activity","Legitimate use of sdiagnhost.exe calling known child processes during system maintenance or troubleshooting 
Scheduled tasks or scripts legitimately calling the listed child processes 
Third-party applications or security tools interacting with the listed child processes 
Known software installations or updates triggering the detection","ParentImage=""*\\sdiagnhost.exe"" Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\cmd.exe"", ""*\\mshta.exe"", ""*\\cscript.exe"", ""*\\wscript.exe"", ""*\\taskkill.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\calc.exe"")"
"Suspicious Serv-U Process Pattern","Florian Roth (Nextron Systems)","Detects a suspicious process pattern which could be a sign of an exploited Serv-U service","attack.credential_access, attack.t1555, cve.2021.35211","process_creation","windows","Not classified","Review the command-line arguments of the suspicious process to determine intent 
Check the process execution context for any abnormal behavior or anomalies 
Correlate with network logs to identify any unusual communication patterns with external hosts 
Verify the integrity of the Serv-U service binary and associated files for signs of compromise","Scheduled legitimate tasks that involve the listed executables 
Administrative scripts or tools that interact with Serv-U 
Known software installations that trigger the process pattern","ParentImage=""*\\Serv-U.exe"" Image IN (""*\\cmd.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"", ""*\\sh.exe"", ""*\\bash.exe"", ""*\\schtasks.exe"", ""*\\regsvr32.exe"", ""*\\wmic.exe"", ""*\\mshta.exe"", ""*\\rundll32.exe"", ""*\\msiexec.exe"", ""*\\forfiles.exe"", ""*\\scriptrunner.exe"")"
"Suspicious Splwow64 Without Params","Florian Roth (Nextron Systems)","Detects suspicious Splwow64.exe process without any command line parameters","attack.defense_evasion, attack.t1202","process_creation","windows","Not classified","Check the parent process of Splwow64.exe to determine if it is initiated by a legitimate process 
Review the process command line arguments to see if there are any hidden parameters or obfuscation techniques used 
Correlate the Splwow64.exe process with other events or logs to identify any suspicious behavior or patterns 
Compare the behavior of the process with historical data to determine if it deviates from normal activity","Legitimate use of Splwow64.exe without parameters 
Scheduled tasks or system processes launching Splwow64.exe without parameters 
Updates or installations triggering Splwow64.exe without parameters","Image=""*\\splwow64.exe"" CommandLine=""*splwow64.exe"""
"Suspicious Spool Service Child Process","Justin C. (@endisphotic), @dreadphones (detection), Thomas Patzke (Sigma rule)","Detects suspicious print spool service (spoolsv.exe) child processes.","attack.execution, attack.t1203, attack.privilege_escalation, attack.t1068","process_creation","windows","Not classified","Review the parent-child process relationship to determine if the activity is part of a legitimate operation. 
Check for any recent software installations or updates that may have triggered the suspicious child processes. 
Analyze the command-line arguments of the child processes to identify any unusual or unauthorized activities. 
Correlate the suspicious process activity with other security events or logs to understand the context of the activity.","Legitimate use of print spool service child processes for normal printing operations. 
Legitimate software or system tools launching child processes that match the suspicious criteria. 
Updates or installations that trigger child processes related to the print spool service. 
Scheduled tasks or scripts that involve print spool service child processes.","ParentImage=""*\\spoolsv.exe"" IntegrityLevel=""System"" Image IN (""*\\gpupdate.exe"", ""*\\whoami.exe"", ""*\\nltest.exe"", ""*\\taskkill.exe"", ""*\\wmic.exe"", ""*\\taskmgr.exe"", ""*\\sc.exe"", ""*\\findstr.exe"", ""*\\curl.exe"", ""*\\wget.exe"", ""*\\certutil.exe"", ""*\\bitsadmin.exe"", ""*\\accesschk.exe"", ""*\\wevtutil.exe"", ""*\\bcdedit.exe"", ""*\\fsutil.exe"", ""*\\cipher.exe"", ""*\\schtasks.exe"", ""*\\write.exe"", ""*\\wuauclt.exe"", ""*\\systeminfo.exe"", ""*\\reg.exe"", ""*\\query.exe"") OR (Image IN (""*\\net.exe"", ""*\\net1.exe"") NOT CommandLine=""*start*"") OR (Image=""*\\cmd.exe"" NOT (CommandLine IN (""*.spl*"", ""*route add*"", ""*program files*""))) OR (Image=""*\\netsh.exe"" NOT (CommandLine IN (""*add portopening*"", ""*rule name*""))) OR (Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") NOT CommandLine=""*.spl*"") OR (Image=""*\\rundll32.exe"" OR OriginalFileName=""RUNDLL32.EXE"" CommandLine=""*rundll32.exe"")"
"VeeamBackup Database Credentials Dump Via Sqlcmd.EXE","frack113","Detects dump of credentials in VeeamBackup dbo","attack.collection, attack.t1005","process_creation","windows","Not classified","Check if the sqlcmd.exe process was initiated by a scheduled task or script 
Verify if the query executed against the VeeamBackup database was part of a legitimate administrative action 
Review the context of the command line to determine if the query was intentional and authorized","Legitimate use of sqlcmd.exe for querying VeeamBackup database 
Scheduled tasks or scripts that involve querying VeeamBackup database 
Administrative actions that involve accessing VeeamBackup database credentials","Image=""*\\sqlcmd.exe"" CommandLine=""*SELECT*"" CommandLine=""*TOP*"" CommandLine=""*[VeeamBackup].[dbo].[Credentials]*"""
"SQLite Chromium Profile Data DB Access","TropChaud","Detect usage of the ""sqlite"" binary to query databases in Chromium-based browsers for potential data stealing.","attack.credential_access, attack.t1539, attack.t1555.003, attack.collection, attack.t1005","process_creation","windows","Not classified","Review the process command line arguments to understand the context of SQLite usage 
Check if the SQLite queries are related to legitimate browser activities or known development/testing tasks 
Correlate the SQLite activity with user authentication logs to determine if it aligns with authorized access patterns 
Investigate the reputation and history of the process accessing the SQLite databases","Legitimate use of SQLite for authorized purposes in Chromium-based browsers 
Development or testing activities involving SQLite and Chromium 
Automated scripts or tools that interact with SQLite databases in a benign manner","Product=""SQLite"" OR Image IN (""*\\sqlite.exe"", ""*\\sqlite3.exe"") CommandLine IN (""*\\User Data\\*"", ""*\\Opera Software\\*"", ""*\\ChromiumViewer\\*"") CommandLine IN (""*Login Data*"", ""*Cookies*"", ""*Web Data*"", ""*History*"", ""*Bookmarks*"")"
"SQLite Firefox Profile Data DB Access","frack113","Detect usage of the ""sqlite"" binary to query databases in Firefox and other Gecko-based browsers for potential data stealing.","attack.credential_access, attack.t1539, attack.collection, attack.t1005","process_creation","windows","Not classified","Review the process command line arguments to determine the context of SQLite usage 
Check if the SQLite activity is part of a known and authorized process or application 
Correlate the SQLite activity with other security events or logs to identify any malicious behavior 
Investigate the user account associated with the process for any signs of compromise","Legitimate use of SQLite for authorized purposes in Firefox or other applications 
Development or testing activities involving SQLite databases 
Third-party tools or utilities that interact with SQLite databases","Product=""SQLite"" OR Image IN (""*\\sqlite.exe"", ""*\\sqlite3.exe"") CommandLine IN (""*cookies.sqlite*"", ""*places.sqlite*"")"
"Potential RDP Tunneling Via SSH","Nasreddine Bencherchali (Nextron Systems)","Execution of ssh.exe to perform data exfiltration and tunneling through RDP","attack.command_and_control, attack.t1572","process_creation","windows","Not classified","Review the command-line arguments of the ssh.exe process to identify the target port 
Check for any unusual or unauthorized SSH connections to the RDP port 
Correlate process creation events with network traffic logs to identify potential data exfiltration 
Investigate the user context and source of the ssh.exe process for anomalies","Legitimate use of SSH for administrative purposes 
Use of legitimate tools for tunneling purposes 
SSH connections to non-standard ports","Image=""*\\ssh.exe"" CommandLine=""*:3389*"""
"Execution via stordiag.exe","Austin Songer (@austinsonger)","Detects the use of stordiag.exe to execute schtasks.exe systeminfo.exe and fltmc.exe","attack.defense_evasion, attack.t1218","process_creation","windows","Not classified","Verify the legitimacy of the process execution by stordiag.exe. 
Check if the execution of schtasks.exe, systeminfo.exe, or fltmc.exe was part of a known operation. 
Review scheduled tasks and system information gathering activities on the host. 
Investigate any third-party applications that may interact with stordiag.exe.","Legitimate usage of stordiag.exe in specific environments. 
Scheduled tasks or system information gathering tools triggering the rule. 
Third-party applications that use stordiag.exe for valid purposes.","ParentImage=""*\\stordiag.exe"" Image IN (""*\\schtasks.exe"", ""*\\systeminfo.exe"", ""*\\fltmc.exe"") NOT (ParentImage IN (""c:\\windows\\system32\\*"", ""c:\\windows\\syswow64\\*""))"
"Abused Debug Privilege by Arbitrary Parent Processes","Semanur Guneysu @semanurtg, oscd.community","Detection of unusual child processes by different system processes","attack.privilege_escalation, attack.t1548","process_creation","windows","Not classified","Verify the legitimacy of the parent processes identified in the 'selection_parent' condition 
Review the user context provided in the 'selection_parent' condition for any authorized activities 
Inspect the child processes specified in the 'selection_img' condition to determine their purpose 
Analyze the command line arguments in the 'filter' condition to understand the specific commands being executed","Legitimate administrative tasks may trigger this rule 
Development or testing environments may exhibit similar behavior 
Certain security tools or scripts may also match this detection logic","ParentImage IN (""*\\winlogon.exe"", ""*\\services.exe"", ""*\\lsass.exe"", ""*\\csrss.exe"", ""*\\smss.exe"", ""*\\wininit.exe"", ""*\\spoolsv.exe"", ""*\\searchindexer.exe"") User IN (""*AUTHORI*"", ""*AUTORI*"") Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\cmd.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"", ""Cmd.Exe"") NOT (CommandLine=""* route *"" CommandLine=""* ADD *"")"
"User Added To Highly Privileged Group","Nasreddine Bencherchali (Nextron Systems)","Detects addition of users to highly privileged groups via ""Net"" or ""Add-LocalGroupMember"".","attack.persistence, attack.t1098","process_creation","windows","Not classified","Review the user account that performed the action for legitimacy 
Check if the activity was part of a documented change control process 
Correlate with ticketing system to verify authorized changes 
Investigate if the activity aligns with regular maintenance windows","Legitimate changes made by authorized administrators 
Scheduled system maintenance activities 
Changes made by automated scripts or tools","(CommandLine=""*localgroup *"" CommandLine=""* /add*"") OR (CommandLine=""*Add-LocalGroupMember *"" CommandLine=""* -Group *"") CommandLine IN (""*Group Policy Creator Owners*"", ""*Schema Admins*"")"
"User Added to Remote Desktop Users Group","Florian Roth (Nextron Systems)","Detects addition of users to the local Remote Desktop Users group via ""Net"" or ""Add-LocalGroupMember"".","attack.persistence, attack.lateral_movement, attack.t1133, attack.t1136.001, attack.t1021.001","process_creation","windows","Not classified","Check if the user addition was part of a scheduled task or script execution 
Verify if the user addition was performed by a privileged account 
Review the user addition in the context of other security events on the system 
Cross-reference with ticketing or change management systems for authorized changes","Legitimate user administration tasks 
Automated system processes 
Third-party applications that manage user groups","(CommandLine=""*localgroup *"" CommandLine=""* /add*"") OR (CommandLine=""*Add-LocalGroupMember *"" CommandLine=""* -Group *"") CommandLine IN (""*Remote Desktop Users*"", ""*Utilisateurs du Bureau à distance*"", ""*Usuarios de escritorio remoto*"")"
"Phishing Pattern ISO in Archive","Florian Roth (Nextron Systems)","Detects cases in which an ISO files is opend within an archiver like 7Zip or Winrar, which is a sign of phishing as threat actors put small ISO files in archives as email attachments to bypass certain filters and protective measures (mark of web)","attack.initial_access, attack.t1566","process_creation","windows","Not classified","Check the ParentImage and Image fields in the process creation logs to confirm the presence of the specified executables 
Review the context of the ISO file opening to determine if it was initiated by the user or automatically 
Correlate with network logs to identify any suspicious communication related to the opened ISO file 
Analyze the behavior of the system post ISO file opening for any signs of malicious activity","ISO files legitimately used within archives for non-phishing purposes 
ISO files opened by security researchers for analysis 
ISO files opened as part of legitimate software installation processes","ParentImage IN (""*\\Winrar.exe"", ""*\\7zFM.exe"", ""*\\peazip.exe"") Image IN (""*\\isoburn.exe"", ""*\\PowerISO.exe"", ""*\\ImgBurn.exe"")"
"Suspicious Child Process Created as System","Teymur Kheirkhabarov, Roberto Rodriguez (@Cyb3rWard0g), Open Threat Research (OTR)","Detection of child processes spawned with SYSTEM privileges by parents with LOCAL SERVICE or NETWORK SERVICE accounts","attack.privilege_escalation, attack.t1134.002","process_creation","windows","Not classified","Review the parent process and user context to determine if it is a known and authorized service 
Check if the child process is part of a legitimate operation or software installation 
Investigate the command line arguments of rundll32.exe to understand the purpose of the process","Legitimate use of SYSTEM privileges by authorized processes 
Legitimate child processes created by services running as SYSTEM 
Legitimate use of rundll32.exe with specific command line arguments","ParentUser IN (""*AUTHORI*"", ""*AUTORI*"") ParentUser IN (""*\\NETWORK SERVICE"", ""*\\LOCAL SERVICE"") User IN (""*AUTHORI*"", ""*AUTORI*"") User IN (""*\\SYSTEM"", ""*\\Système"", ""*\\СИСТЕМА"") IntegrityLevel=""System"" NOT (Image=""*\\rundll32.exe"" CommandLine=""*DavSetCookie*"")"
"Potential Commandline Obfuscation Using Unicode Characters","frack113, Florian Roth (Nextron Systems)","Detects potential commandline obfuscation using unicode characters.
Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.
","attack.defense_evasion, attack.t1027","process_creation","windows","Not classified","Review the command line arguments for the process in question to understand the context of unicode characters 
Check if the unicode characters are part of a known legitimate application or script 
Analyze the behavior of the process to determine if the unicode characters are indicative of malicious activity 
Compare the command line arguments with baseline data to identify anomalies","Legitimate use of unicode characters in benign applications 
Scripting languages that use unicode characters for normal operations 
Legitimate use of unicode characters in non-malicious scripts","CommandLine IN (""*ˣ*"", ""*˪*"", ""*ˢ*"") OR CommandLine IN (""*∕*"", ""*⁄*"") OR CommandLine IN (""*―*"", ""*—*"") OR CommandLine IN (""*â*"", ""*€*"", ""*£*"", ""*¯*"", ""*®*"", ""*µ*"", ""*¶*"")"
"Potential Crypto Mining Activity","Florian Roth (Nextron Systems)","Detects command line parameters or strings often used by crypto miners","attack.impact, attack.t1496","process_creation","windows","Not classified","Check if the detected command line parameters are part of authorized mining software installations 
Review the context of the process creation to determine if it aligns with legitimate activities 
Investigate the user or system context to understand if crypto mining is expected behavior 
Cross-reference the identified strings with known build frameworks or development tools","Legitimate use of mining software for authorized purposes 
Development environments using similar command line parameters 
Legitimate use of build frameworks","CommandLine IN (""* --cpu-priority=*"", ""*--donate-level=0*"", ""* -o pool.*"", ""* --nicehash*"", ""* --algo=rx/0 *"", ""*stratum+tcp://*"", ""*stratum+udp://*"", ""*LS1kb25hdGUtbGV2ZWw9*"", ""*0tZG9uYXRlLWxldmVsP*"", ""*tLWRvbmF0ZS1sZXZlbD*"", ""*c3RyYXR1bSt0Y3A6Ly*"", ""*N0cmF0dW0rdGNwOi8v*"", ""*zdHJhdHVtK3RjcDovL*"", ""*c3RyYXR1bSt1ZHA6Ly*"", ""*N0cmF0dW0rdWRwOi8v*"", ""*zdHJhdHVtK3VkcDovL*"") NOT (CommandLine IN (""* pool.c *"", ""* pool.o *"", ""*gcc -*""))"
"Raccine Uninstall","Florian Roth (Nextron Systems)","Detects commands that indicate a Raccine removal from an end system. Raccine is a free ransomware protection tool.","attack.defense_evasion, attack.t1562.001","process_creation","windows","Not classified","Check the user context of the process that triggered the uninstall commands 
Review any associated ticket or change management request for the uninstall activity 
Correlate with other security tools or logs to verify if the uninstall was part of a planned activity 
Investigate if any new security software was installed around the time of the Raccine removal","Legitimate deinstallation by administrative staff 
Automated removal scripts used by security tools 
Temporary disabling of Raccine for system maintenance","(CommandLine=""*taskkill *"" CommandLine=""*RaccineSettings.exe*"") OR (CommandLine=""*reg.exe*"" CommandLine=""*delete*"" CommandLine=""*Raccine Tray*"") OR (CommandLine=""*schtasks*"" CommandLine=""*/DELETE*"" CommandLine=""*Raccine Rules Updater*"")"
"Suspicious Double Extension File Execution","Florian Roth (Nextron Systems), @blu3_team (idea), Nasreddine Bencherchali (Nextron Systems)","Detects suspicious use of an .exe extension after a non-executable file extension like .pdf.exe, a set of spaces or underlines to cloak the executable file in spear phishing campaigns","attack.initial_access, attack.t1566.001","process_creation","windows","Not classified","Review the process creation logs for the specific Image and CommandLine containing the suspicious double extension 
Check the reputation of the file and its source for any legitimate reasons for the double extension 
Analyze the behavior of the process to determine if it exhibits any malicious activities 
Inspect network connections or file modifications associated with the process for further context","Legitimate use of double extensions for specific applications 
Updates or installations that involve temporary double extensions 
Compression or archival tools that create double extensions 
Custom scripts or tools that intentionally use double extensions","Image IN (""*.doc.exe"", ""*.docx.exe"", ""*.xls.exe"", ""*.xlsx.exe"", ""*.ppt.exe"", ""*.pptx.exe"", ""*.rtf.exe"", ""*.pdf.exe"", ""*.txt.exe"", ""*      .exe"", ""*______.exe"", ""*.doc.js"", ""*.docx.js"", ""*.xls.js"", ""*.xlsx.js"", ""*.ppt.js"", ""*.pptx.js"", ""*.rtf.js"", ""*.pdf.js"", ""*.txt.js"") CommandLine IN (""*.doc.exe*"", ""*.docx.exe*"", ""*.xls.exe*"", ""*.xlsx.exe*"", ""*.ppt.exe*"", ""*.pptx.exe*"", ""*.rtf.exe*"", ""*.pdf.exe*"", ""*.txt.exe*"", ""*      .exe*"", ""*______.exe*"", ""*.doc.js*"", ""*.docx.js*"", ""*.xls.js*"", ""*.xlsx.js*"", ""*.ppt.js*"", ""*.pptx.js*"", ""*.rtf.js*"", ""*.pdf.js*"", ""*.txt.js*"")"
