"Title","Author","Description","Tags","Category","Product","Service","How To Investigate","Known False Positives","Query"
"Deny Service Access Using Security Descriptor Tampering Via Sc.EXE","Jonhnathan Ribeiro, oscd.community","Detects suspicious DACL modifications to deny access to a service that affects critical trustees. This can be used to hide services or make them unstoppable.","attack.persistence, attack.t1543.003","process_creation","windows","Not classified","Review the process creation logs for instances of sc.exe being executed with the sdset command and specific trustee parameters. 
Check for any legitimate reasons for the observed DACL modifications, such as system administration tasks or security tool operations. 
Verify if the modifications were made during software installations or updates. 
Determine if the changes were part of system hardening or security configuration changes. 
Investigate if the modifications were made during troubleshooting or debugging activities. 
Identify the user or process responsible for the changes and validate their authorization status.","Legitimate changes to service permissions made by system administrators or security tools. 
Changes made during legitimate software installations or updates. 
Changes made during system hardening or security configuration changes. 
Changes made during troubleshooting or debugging activities. 
Changes made by authorized users or processes.","Image=""*\\sc.exe"" OR OriginalFileName=""sc.exe"" CommandLine=""*sdset*"" CommandLine=""*D;*"" CommandLine IN (""*;IU*"", ""*;SU*"", ""*;BA*"", ""*;SY*"", ""*;WD*"")"
"Service DACL Abuse To Hide Services Via Sc.EXE","Andreas Hunkeler (@Karneades)","Detects usage of the ""sc.exe"" utility adding a new service with special permission seen used by threat actors which makes the service hidden and unremovable.","attack.persistence, attack.defense_evasion, attack.privilege_escalation, attack.t1574.011","process_creation","windows","Not classified","Check the command line arguments of the process creation events for the presence of sc.exe and sdset commands. 
Review the permissions assigned to the new service created by sc.exe. 
Verify if the DCLCWPDTSD parameter is used in the command line arguments and investigate the purpose of its usage. 
Cross-reference the process creation events with other security events, such as network traffic or file modifications, to identify any suspicious behavior associated with the sc.exe usage. 
Consult with system administrators or service owners to confirm the legitimacy of the service creation and the associated permissions.","Legitimate use of sc.exe to manage services. 
Legitimate use of sdset command with valid permissions. 
Legitimate use of DCLCWPDTSD in command line arguments.","Image=""*\\sc.exe"" OR OriginalFileName=""sc.exe"" CommandLine=""*sdset*"" CommandLine=""*DCLCWPDTSD*"""
"Suspicious Service Path Modification","Victor Sergeev, oscd.community, Nasreddine Bencherchali (Nextron Systems)","Detects service path modification via the ""sc"" binary to a suspicious command or path","attack.persistence, attack.privilege_escalation, attack.t1543.003","process_creation","windows","Not classified","Review the CommandLine and ParentCommandLine fields in process creation logs for instances where the sc.exe binary is used with suspicious commands or paths. 
Windows Security Event Logs (Event ID 4688) can provide process creation information. 
Sysmon logs can also be useful for capturing process creation events. 
Look for patterns of sc.exe being used with commands such as powershell, cmd, mshta, wscript, cscript, rundll32, svchost, dllhost, cmd.exe /c, cmd.exe /k, cmd.exe /r, cmd /c, cmd /k, cmd /r. 
Pay attention to modifications of service paths to suspicious locations such as C\Users\Public, \Downloads\, \Desktop\, \Microsoft\Windows\Start Menu\Programs\Startup\, C\Windows\TEMP\, \AppData\Local\Temp. 
Investigate the purpose and intent behind the modification. Is it a known legitimate change or does it align with malicious activity?","There may be legitimate cases where the sc.exe binary is used to modify service paths for valid reasons. It is important to investigate the context and intent behind the modification before considering it as a true positive.","Image=""*\\sc.exe"" CommandLine=""*config*"" CommandLine=""*binPath*"" CommandLine IN (""*powershell*"", ""*cmd *"", ""*mshta*"", ""*wscript*"", ""*cscript*"", ""*rundll32*"", ""*svchost*"", ""*dllhost*"", ""*cmd.exe /c*"", ""*cmd.exe /k*"", ""*cmd.exe /r*"", ""*cmd /c*"", ""*cmd /k*"", ""*cmd /r*"", ""*C:\\Users\\Public*"", ""*\\Downloads\\*"", ""*\\Desktop\\*"", ""*\\Microsoft\\Windows\\Start Menu\\Programs\\Startup\\*"", ""*C:\\Windows\\TEMP\\*"", ""*\\AppData\\Local\\Temp*"")"
"Suspicious Shim Database Installation via Sdbinst.EXE","Nasreddine Bencherchali (Nextron Systems)","Detects installation of a potentially suspicious new shim with an uncommon extension using sdbinst.exe.
Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims
","attack.persistence, attack.privilege_escalation, attack.t1546.011","process_creation","windows","Not classified","Review process creation logs for instances of sdbinst.exe being executed with an uncommon extension (.sdb). 
Check the command line arguments used with sdbinst.exe to identify any suspicious or unusual parameters. 
Analyze the parent process of sdbinst.exe to determine if it is a legitimate process like svchost.exe. 
Inspect the file being installed by sdbinst.exe with an uncommon extension to determine if it is a known legitimate shim or potentially malicious.","Legitimate shim installations by trusted software vendors","Image=""*\\sdbinst.exe"" OR OriginalFileName=""sdbinst.exe"" NOT (CommandLine=""*.sdb*"" OR (ParentImage=""*:\\Windows\\System32\\svchost.exe"" Image=""*:\\Windows\\System32\\sdbinst.exe"" CommandLine=""* -m -bg*"") OR (ParentImage=""*:\\Windows\\System32\\svchost.exe"" Image=""*:\\Windows\\System32\\sdbinst.exe"" CommandLine=""* -mm""))"
"Sdiagnhost Calling Suspicious Child Process","Nextron Systems","Detects sdiagnhost.exe calling a suspicious child process (e.g. used in exploits for Follina / CVE-2022-30190)","attack.defense_evasion, attack.t1036, attack.t1218","process_creation","windows","Not classified","Review process creation logs for instances of sdiagnhost.exe calling any of the listed child processes. Look for any suspicious or unauthorized activity associated with these processes, such as unusual command-line arguments or execution from unexpected locations. Cross-reference with other security events or indicators of compromise (IOCs) to determine if the activity is part of a known attack or exploit.","Legitimate use of sdiagnhost.exe calling the listed child processes for system administration or troubleshooting purposes.","ParentImage=""*\\sdiagnhost.exe"" Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\cmd.exe"", ""*\\mshta.exe"", ""*\\cscript.exe"", ""*\\wscript.exe"", ""*\\taskkill.exe"", ""*\\regsvr32.exe"", ""*\\rundll32.exe"", ""*\\calc.exe"")"
"Suspicious Serv-U Process Pattern","Florian Roth (Nextron Systems)","Detects a suspicious process pattern which could be a sign of an exploited Serv-U service","attack.credential_access, attack.t1555, cve.2021.35211","process_creation","windows","Not classified","Check the process creation logs on Windows systems for instances of Serv-U.exe being launched with suspicious parent processes such as cmd.exe, powershell.exe, pwsh.exe, wscript.exe, cscript.exe, sh.exe, bash.exe, schtasks.exe, regsvr32.exe, wmic.exe, mshta.exe, rundll32.exe, msiexec.exe, forfiles.exe, scriptrunner.exe. 
Review the command-line arguments and parameters passed to Serv-U.exe to identify any suspicious or unauthorized activity. 
Cross-reference the timestamps of the process creation events with other security logs, such as network traffic logs or authentication logs, to identify any correlated suspicious activities. 
If possible, analyze the memory or disk artifacts associated with the suspicious process to identify any indicators of compromise or malicious behavior.","Legitimate uses in which users or programs use the SSH service of Serv-U for remote command execution","ParentImage=""*\\Serv-U.exe"" Image IN (""*\\cmd.exe"", ""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\wscript.exe"", ""*\\cscript.exe"", ""*\\sh.exe"", ""*\\bash.exe"", ""*\\schtasks.exe"", ""*\\regsvr32.exe"", ""*\\wmic.exe"", ""*\\mshta.exe"", ""*\\rundll32.exe"", ""*\\msiexec.exe"", ""*\\forfiles.exe"", ""*\\scriptrunner.exe"")"
"Suspicious Splwow64 Without Params","Florian Roth (Nextron Systems)","Detects suspicious Splwow64.exe process without any command line parameters","attack.defense_evasion, attack.t1202","process_creation","windows","Not classified","1. Check the parent process of Splwow64.exe to determine if it is launched from a legitimate source or if it is spawned by a suspicious process. 
2. Review the command line arguments of the parent process to see if it includes any suspicious or unusual parameters. 
3. Analyze the network connections made by Splwow64.exe to identify any suspicious communication. 
4. Check for any other suspicious activities or indicators of compromise associated with Splwow64.exe, such as file modifications or registry changes. 
5. Compare the behavior of the Splwow64.exe process with known legitimate behavior to identify any anomalies or deviations.","Legitimate use of Splwow64.exe without command line parameters","Image=""*\\splwow64.exe"" CommandLine=""*splwow64.exe"""
"Suspicious Spool Service Child Process","Justin C. (@endisphotic), @dreadphones (detection), Thomas Patzke (Sigma rule)","Detects suspicious print spool service (spoolsv.exe) child processes.","attack.execution, attack.t1203, attack.privilege_escalation, attack.t1068","process_creation","windows","Not classified","Check the process tree to identify the parent process of the suspicious child process. Look for any abnormal or unexpected parent processes. 
Review the command line arguments of the suspicious child process to identify any unusual or malicious behavior. 
Check the integrity level of the suspicious child process to determine if it is running with elevated privileges. 
Monitor network connections and traffic associated with the suspicious child process to identify any suspicious or unauthorized activity. 
Analyze any related logs, such as firewall logs, DNS logs, or proxy logs, to gather additional information about the suspicious child process. 
Compare the suspicious child process with known good processes to identify any discrepancies or anomalies. 
If available, review the digital signature of the suspicious child process to determine if it is signed by a trusted entity. 
Consult threat intelligence sources and security forums to check if the suspicious child process is associated with any known malware or attack techniques.","Unknown","ParentImage=""*\\spoolsv.exe"" IntegrityLevel=""System"" Image IN (""*\\gpupdate.exe"", ""*\\whoami.exe"", ""*\\nltest.exe"", ""*\\taskkill.exe"", ""*\\wmic.exe"", ""*\\taskmgr.exe"", ""*\\sc.exe"", ""*\\findstr.exe"", ""*\\curl.exe"", ""*\\wget.exe"", ""*\\certutil.exe"", ""*\\bitsadmin.exe"", ""*\\accesschk.exe"", ""*\\wevtutil.exe"", ""*\\bcdedit.exe"", ""*\\fsutil.exe"", ""*\\cipher.exe"", ""*\\schtasks.exe"", ""*\\write.exe"", ""*\\wuauclt.exe"", ""*\\systeminfo.exe"", ""*\\reg.exe"", ""*\\query.exe"") OR (Image IN (""*\\net.exe"", ""*\\net1.exe"") NOT CommandLine=""*start*"") OR (Image=""*\\cmd.exe"" NOT (CommandLine IN (""*.spl*"", ""*route add*"", ""*program files*""))) OR (Image=""*\\netsh.exe"" NOT (CommandLine IN (""*add portopening*"", ""*rule name*""))) OR (Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"") NOT CommandLine=""*.spl*"") OR (Image=""*\\rundll32.exe"" OR OriginalFileName=""RUNDLL32.EXE"" CommandLine=""*rundll32.exe"")"
"VeeamBackup Database Credentials Dump Via Sqlcmd.EXE","frack113","Detects dump of credentials in VeeamBackup dbo","attack.collection, attack.t1005","process_creation","windows","Not classified","Check the process creation logs for instances of sqlcmd.exe being executed. 
Look for command line arguments containing SELECT, TOP, and [VeeamBackup].[dbo].[Credentials]. 
Verify if the execution of sqlcmd.exe with these command line arguments is authorized and expected. 
Review any relevant documentation or change management records to confirm the purpose of the sqlcmd.exe execution.","Legitimate use of sqlcmd.exe for authorized database operations. 
Use of SELECT and TOP in command line arguments for other legitimate purposes. 
Use of [VeeamBackup].[dbo].[Credentials] in command line arguments for authorized operations.","Image=""*\\sqlcmd.exe"" CommandLine=""*SELECT*"" CommandLine=""*TOP*"" CommandLine=""*[VeeamBackup].[dbo].[Credentials]*"""
"Execution via stordiag.exe","Austin Songer (@austinsonger)","Detects the use of stordiag.exe to execute schtasks.exe systeminfo.exe and fltmc.exe","attack.defense_evasion, attack.t1218","process_creation","windows","Not classified","Check the command-line arguments of stordiag.exe and the associated child processes (schtasks.exe, systeminfo.exe, fltmc.exe) for any suspicious or unexpected values. 
Review the parent process of stordiag.exe to determine if it is being launched from a legitimate location (e.g., c\windows\system32\). 
Analyze the network connections made by stordiag.exe and the child processes to identify any unusual or malicious communication. 
Inspect the file properties and digital signatures of stordiag.exe and the associated executables to ensure they are legitimate and have not been tampered with. 
Correlate the execution of stordiag.exe with other security events or indicators of compromise to identify any patterns or additional malicious activity.","Legitimate usage of stordiag.exe for system diagnostics or troubleshooting purposes.","ParentImage=""*\\stordiag.exe"" Image IN (""*\\schtasks.exe"", ""*\\systeminfo.exe"", ""*\\fltmc.exe"") NOT (ParentImage IN (""c:\\windows\\system32\\*"", ""c:\\windows\\syswow64\\*""))"
"Abused Debug Privilege by Arbitrary Parent Processes","Semanur Guneysu @semanurtg, oscd.community","Detection of unusual child processes by different system processes","attack.privilege_escalation, attack.t1548","process_creation","windows","Not classified","Review the ParentImage field to identify the parent processes. Look for any unusual or unexpected parent processes that are not commonly associated with the child processes. 
Examine the Image field to identify the child processes. Pay attention to any instances of powershell.exe, pwsh.exe, or cmd.exe that are spawned by the unusual parent processes. 
Check the User field to determine the user account associated with the parent and child processes. Look for any suspicious or unauthorized user accounts. 
Analyze the CommandLine field to identify any instances of route or ADD commands. These commands are commonly used for network configuration and may indicate legitimate administrative tasks or potential abuse of debug privileges. 
Correlate the information from the different fields to identify any patterns or anomalies that suggest privilege escalation or unauthorized activity. 
If possible, cross-reference the detected activity with other log sources such as network logs, authentication logs, or file system logs to gather additional context and evidence of malicious activity.","Legitimate administrative tasks that involve adding or modifying routes in the network configuration 
Authorized use of PowerShell, pwsh, or cmd.exe for system administration or scripting purposes 
Legitimate child processes spawned by system processes for normal operations","ParentImage IN (""*\\winlogon.exe"", ""*\\services.exe"", ""*\\lsass.exe"", ""*\\csrss.exe"", ""*\\smss.exe"", ""*\\wininit.exe"", ""*\\spoolsv.exe"", ""*\\searchindexer.exe"") User IN (""*AUTHORI*"", ""*AUTORI*"") Image IN (""*\\powershell.exe"", ""*\\pwsh.exe"", ""*\\cmd.exe"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"", ""Cmd.Exe"") NOT (CommandLine=""* route *"" CommandLine=""* ADD *"")"
"Suspicious Add User to Remote Desktop Users Group","Florian Roth (Nextron Systems)","Detects suspicious command line in which a user gets added to the local Remote Desktop Users group","attack.persistence, attack.lateral_movement, attack.t1133, attack.t1136.001, attack.t1021.001","process_creation","windows","Not classified","Check the parent process of the suspicious command line to determine if it is a legitimate administrative activity. 
Review the user account that was added to the Remote Desktop Users group and verify if it is authorized. 
Cross-reference the event with other security logs, such as authentication logs, to identify any suspicious or unauthorized activity associated with the added user. 
If possible, check the source IP address or hostname from where the command was executed to identify any potential malicious activity. 
Consult with the system owner or relevant stakeholders to confirm if the activity was expected or if it aligns with any ongoing administrative tasks or projects.","Administrative activity where legitimate users are added to the Remote Desktop Users group for authorized access.","(CommandLine=""*localgroup *"" CommandLine=""* /add*"") OR (CommandLine=""*Add-LocalGroupMember *"" CommandLine=""* -Group *"") CommandLine IN (""*Remote Desktop Users*"", ""*Utilisateurs du Bureau à distance*"", ""*Usuarios de escritorio remoto*"")"
"Phishing Pattern ISO in Archive","Florian Roth (Nextron Systems)","Detects cases in which an ISO files is opend within an archiver like 7Zip or Winrar, which is a sign of phishing as threat actors put small ISO files in archives as email attachments to bypass certain filters and protective measures (mark of web)","attack.initial_access, attack.t1566","process_creation","windows","Not classified","Check the process creation logs for instances where an ISO file is opened within an archiver like Winrar, 7Zip, or PeaZip, and the parent process is one of these archiver executables (Winrar.exe, 7zFM.exe, peazip.exe). 
Verify if the ISO file is being opened directly from the archive without extraction. 
Review the context of the event, including the user, source IP, and any other relevant information. 
If the event is determined to be a false positive, add the necessary exclusions to prevent future alerts.","Legitimate cases in which archives contain ISO or IMG files and the user opens the archive and the image via clicking and not extraction","ParentImage IN (""*\\Winrar.exe"", ""*\\7zFM.exe"", ""*\\peazip.exe"") Image IN (""*\\isoburn.exe"", ""*\\PowerISO.exe"", ""*\\ImgBurn.exe"")"
"Suspicious Calculator Usage","Florian Roth (Nextron Systems)","Detects suspicious use of 'calc.exe' with command line parameters or in a suspicious directory, which is likely caused by some PoC or detection evasion","attack.defense_evasion, attack.t1036","process_creation","windows","Not classified","Review the command line parameters used with calc.exe to identify any suspicious or unexpected values. 
Check the parent process and user context to determine if the execution of calc.exe is part of a legitimate workflow or if it is being used for malicious purposes. 
Analyze the directory path of calc.exe to determine if it is located in a suspicious or unexpected location. 
Correlate the calc.exe execution with other security events or indicators of compromise to identify any patterns or anomalies.","Legitimate use of calc.exe in specific scenarios, such as system administration or troubleshooting","CommandLine=""*\\calc.exe *"" OR (Image=""*\\calc.exe"" NOT (Image IN (""C:\\Windows\\System32\\*"", ""C:\\Windows\\SysWOW64\\*"", ""C:\\Windows\\WinSxS\\*"")))"
"Suspicious Child Process Created as System","Teymur Kheirkhabarov, Roberto Rodriguez (@Cyb3rWard0g), Open Threat Research (OTR)","Detection of child processes spawned with SYSTEM privileges by parents with LOCAL SERVICE or NETWORK SERVICE accounts","attack.privilege_escalation, attack.t1134.002","process_creation","windows","Not classified","Check the process creation logs from Windows Event Logs or Sysmon logs. 
Look for child processes spawned with SYSTEM privileges. 
Identify the parent processes with LOCAL SERVICE or NETWORK SERVICE accounts. 
Verify the integrity level of the child process is System. 
Check if the command line of the child process contains DavSetCookie when the image name is rundll32.exe.","Unknown","ParentUser IN (""*AUTHORI*"", ""*AUTORI*"") ParentUser IN (""*\\NETWORK SERVICE"", ""*\\LOCAL SERVICE"") User IN (""*AUTHORI*"", ""*AUTORI*"") User IN (""*\\SYSTEM"", ""*\\Système"", ""*\\СИСТЕМА"") IntegrityLevel=""System"" NOT (Image=""*\\rundll32.exe"" CommandLine=""*DavSetCookie*"")"
"Potential Commandline Obfuscation Using Unicode Characters","frack113, Florian Roth (Nextron Systems)","Detects potential commandline obfuscation using unicode characters.
Adversaries may attempt to make an executable or file difficult to discover or analyze by encrypting, encoding, or otherwise obfuscating its contents on the system or in transit.
","attack.defense_evasion, attack.t1027","process_creation","windows","Not classified","Review the commandline arguments of the process creation events for the presence of the Unicode characters mentioned in the rule. 
Check if the presence of these Unicode characters is part of a legitimate use case or if it indicates obfuscation or evasion techniques. 
Correlate the process creation events with other security events to identify any suspicious or malicious activities. 
Consult with the system owner or application developer to understand if the use of Unicode characters in commandline arguments is expected or not. 
If necessary, analyze the process behavior and network traffic to determine the intent and impact of the commandline obfuscation.","Legitimate use of Unicode characters in commandline arguments","CommandLine IN (""*ˣ*"", ""*˪*"", ""*ˢ*"") OR CommandLine IN (""*∕*"", ""*⁄*"") OR CommandLine IN (""*―*"", ""*—*"") OR CommandLine IN (""*â*"", ""*€*"", ""*£*"", ""*¯*"", ""*®*"", ""*µ*"", ""*¶*"")"
"Copy from Admin Share","Florian Roth (Nextron Systems), oscd.community, Teymur Kheirkhabarov @HeirhabarovT, Zach Stanford @svch0st, Nasreddine Bencherchali","Detects a suspicious copy command to or from an Admin share or remote","attack.lateral_movement, attack.collection, attack.exfiltration, attack.t1039, attack.t1048, attack.t1021.002","process_creation","windows","Not classified","Check if the copy command is being executed from or to an Admin share or remote location. 
Review the command line arguments of the process to identify the source and destination paths. 
Analyze the process creation logs to determine the user account responsible for the copy command. 
Cross-reference the activity with other security events to identify any suspicious or malicious behavior. 
If the copy command is being executed by an administrative script, verify its legitimacy and purpose. 
If the copy command is being executed by a legitimate user, investigate the intent and context of the action. 
Consider checking for any indicators of compromise (IOCs) associated with known threats or attack techniques. 
Consult relevant documentation and security resources to understand the potential impact and risks associated with the detected activity.","Administrative scripts","(CommandLine=""*\\\\*"" CommandLine=""*$*"") OR CommandLine=""*\\Sysvol\\*"" Image IN (""*\\robocopy.exe"", ""*\\xcopy.exe"") OR OriginalFileName IN (""robocopy.exe"", ""XCOPY.EXE"") OR (Image=""*\\cmd.exe"" OR OriginalFileName=""Cmd.Exe"" CommandLine=""*copy*"") OR (Image IN (""*\\powershell.exe*"", ""*\\pwsh.exe*"") OR OriginalFileName IN (""PowerShell.EXE"", ""pwsh.dll"") CommandLine IN (""*copy-item*"", ""*copy *"", ""*cpi *"", ""* cp *"", ""*move *"", ""*move-item*"", ""* mi *"", ""* mv *""))"
"Potential Crypto Mining Activity","Florian Roth (Nextron Systems)","Detects command line parameters or strings often used by crypto miners","attack.impact, attack.t1496","process_creation","windows","Not classified","Check the process creation logs for command lines containing the following strings 
--cpu-priority= 
--donate-level=0 
-o pool. 
--nicehash 
--algo=rx/0 
['stratum+tcp//'] 
['stratum+udp//'] 
['LS1kb25hdGUtbGV2ZWw9'] 
['0tZG9uYXRlLWxldmVsP'] 
['tLWRvbmF0ZS1sZXZlbD'] 
['c3RyYXR1bSt0Y3A6Ly'] 
['N0cmF0dW0rdGNwOi8v'] 
['zdHJhdHVtK3RjcDovL'] 
['c3RyYXR1bSt1ZHA6Ly'] 
['N0cmF0dW0rdWRwOi8v'] 
['zdHJhdHVtK3VkcDovL'] 
Additionally, filter out command lines containing the following strings 
['pool.c'] 
['pool.o'] 
['gcc -'] 
Investigate any process with a command line matching the selection criteria but not the filter criteria as potential crypto mining activity. 
Consider the context of the process, its parent-child relationship, and any associated network connections to determine if the activity is suspicious or legitimate. 
If necessary, correlate with other logs such as network traffic logs, file system logs, or endpoint protection logs to gather more evidence of crypto mining activity.","Legitimate use of crypto miners 
Some build frameworks","CommandLine IN (""* --cpu-priority=*"", ""*--donate-level=0*"", ""* -o pool.*"", ""* --nicehash*"", ""* --algo=rx/0 *"", ""*stratum+tcp://*"", ""*stratum+udp://*"", ""*LS1kb25hdGUtbGV2ZWw9*"", ""*0tZG9uYXRlLWxldmVsP*"", ""*tLWRvbmF0ZS1sZXZlbD*"", ""*c3RyYXR1bSt0Y3A6Ly*"", ""*N0cmF0dW0rdGNwOi8v*"", ""*zdHJhdHVtK3RjcDovL*"", ""*c3RyYXR1bSt1ZHA6Ly*"", ""*N0cmF0dW0rdWRwOi8v*"", ""*zdHJhdHVtK3VkcDovL*"") NOT (CommandLine IN (""* pool.c *"", ""* pool.o *"", ""*gcc -*""))"
"Raccine Uninstall","Florian Roth (Nextron Systems)","Detects commands that indicate a Raccine removal from an end system. Raccine is a free ransomware protection tool.","attack.defense_evasion, attack.t1562.001","process_creation","windows","Not classified","Check the command line of the process creation events for the presence of the following commands 
1. taskkill and RaccineSettings.exe 
2. reg.exe, delete, and Raccine Tray 
3. schtasks, /DELETE, and Raccine Rules Updater 
Verify if the commands are executed by authorized personnel or if they are suspicious in nature. 
Review the process creation logs from the Windows event logs or any other relevant log sources.","Legitimate deinstallation by administrative staff","(CommandLine=""*taskkill *"" CommandLine=""*RaccineSettings.exe*"") OR (CommandLine=""*reg.exe*"" CommandLine=""*delete*"" CommandLine=""*Raccine Tray*"") OR (CommandLine=""*schtasks*"" CommandLine=""*/DELETE*"" CommandLine=""*Raccine Rules Updater*"")"
"Suspicious Double Extension File Execution","Florian Roth (Nextron Systems), @blu3_team (idea), Nasreddine Bencherchali (Nextron Systems)","Detects suspicious use of an .exe extension after a non-executable file extension like .pdf.exe, a set of spaces or underlines to cloak the executable file in spear phishing campaigns","attack.initial_access, attack.t1566.001","process_creation","windows","Not classified","Check the process creation logs for any suspicious command lines containing double extension files 
Look for any unusual file extensions or patterns in the file names 
Analyze the parent process and its reputation 
Check if the file is being executed from a suspicious location or by an unauthorized user 
Cross-reference with other security events or alerts to identify any related suspicious activities 
If possible, analyze the file using sandboxing or other security tools to determine its behavior and potential maliciousness","Legitimate use of double extension files in certain applications or environments 
False positives may occur when files are compressed or encrypted","Image IN (""*.doc.exe"", ""*.docx.exe"", ""*.xls.exe"", ""*.xlsx.exe"", ""*.ppt.exe"", ""*.pptx.exe"", ""*.rtf.exe"", ""*.pdf.exe"", ""*.txt.exe"", ""*      .exe"", ""*______.exe"", ""*.doc.js"", ""*.docx.js"", ""*.xls.js"", ""*.xlsx.js"", ""*.ppt.js"", ""*.pptx.js"", ""*.rtf.js"", ""*.pdf.js"", ""*.txt.js"") CommandLine IN (""*.doc.exe*"", ""*.docx.exe*"", ""*.xls.exe*"", ""*.xlsx.exe*"", ""*.ppt.exe*"", ""*.pptx.exe*"", ""*.rtf.exe*"", ""*.pdf.exe*"", ""*.txt.exe*"", ""*      .exe*"", ""*______.exe*"", ""*.doc.js*"", ""*.docx.js*"", ""*.xls.js*"", ""*.xlsx.js*"", ""*.ppt.js*"", ""*.pptx.js*"", ""*.rtf.js*"", ""*.pdf.js*"", ""*.txt.js*"")"
"Suspicious Download from Office Domain","Florian Roth (Nextron Systems), Nasreddine Bencherchali (Nextron Systems)","Detects suspicious ways to download files from Microsoft domains that are used to store attachments in Emails or OneNote documents","attack.command_and_control, attack.t1105, attack.t1608","process_creation","windows","Not classified","Check the process creation logs for the presence of suspicious download tools such as curl.exe or wget.exe 
Look for command-line arguments that indicate the use of suspicious download commands like Invoke-WebRequest, iwr, curl, wget, Start-BitsTransfer, .DownloadFile(), or .DownloadString() 
Inspect the command-line arguments for the presence of the suspicious Microsoft domains https//attachment.outlook.live.net/owa/ and https//onenoteonlinesync.onenote.com/onenoteonlinesync/ 
Review the context of the suspicious activity to determine if it is expected or anomalous 
Cross-reference the activity with other security events or indicators of compromise to identify any related malicious behavior","Scripts or tools that legitimately download attachments from these domains (OneNote, Outlook 365)","Image IN (""*\\curl.exe"", ""*\\wget.exe"") OR CommandLine IN (""*Invoke-WebRequest*"", ""*iwr *"", ""*curl *"", ""*wget *"", ""*Start-BitsTransfer*"", ""*.DownloadFile(*"", ""*.DownloadString(*"") CommandLine IN (""*https://attachment.outlook.live.net/owa/*"", ""*https://onenoteonlinesync.onenote.com/onenoteonlinesync/*"")"
"DumpStack.log Defender Evasion","Florian Roth (Nextron Systems)","Detects the use of the filename DumpStack.log to evade Microsoft Defender","attack.defense_evasion","process_creation","windows","Not classified","Review process creation logs from Windows event logs (Event ID 4688) for instances where the Image ends with \DumpStack.log 
Check for command-line arguments containing -o DumpStack.log in process creation logs (Event ID 4688)","Legitimate use of DumpStack.log for troubleshooting purposes","Image=""*\\DumpStack.log"" OR CommandLine=""* -o DumpStack.log*"""
"ETW Logging Tamper In .NET Processes","Roberto Rodriguez (Cyb3rWard0g), OTR (Open Threat Research)","Detects changes to environment variables related to ETW logging. This could indicate potential adversaries stopping ETW providers recording loaded .NET assemblies.","attack.defense_evasion, attack.t1562","process_creation","windows","Not classified","Search your SIEM for process creation events that match this rule. 
Examine the ""CommandLine"" field in the events to identify instances where the ""COMPlus_ETWEnabled"" and ""COMPlus_ETWFlags"" environment variables are being manipulated. 
Investigate the associated process, parent process, and the user account responsible for the execution. 
Analyze the changes made to these environment variables and their potential impact on ETW logging. 
Determine if the activity is legitimate or indicative of potential tampering with ETW logging by adversaries. 
If suspicious activity is identified, take immediate action and conduct a more comprehensive investigation to understand the extent of the threat.","False positives are unlikely as the rule is specifically designed to detect potential tampering with ETW logging environment variables, which is not a common or legitimate operation in most environments.","CommandLine IN (""*COMPlus_ETWEnabled*"", ""*COMPlus_ETWFlags*"")"
"Disable of ETW Trace","@neu5ron, Florian Roth (Nextron Systems), Jonhnathan Ribeiro, oscd.community","Detects a command that clears or disables any ETW trace log which could indicate a logging evasion.","attack.defense_evasion, attack.t1070, attack.t1562.006, car.2016-04-002","process_creation","windows","Not classified","Search your SIEM for process creation events that match this rule. 
Examine the ""CommandLine"" field in the events to identify instances where the listed commands or PowerShell cmdlets are used to clear or disable ETW trace logs. 
Investigate the associated process, parent process, and the user account responsible for the execution. 
Determine if the activity is legitimate or indicative of potential logging evasion. 
Verify the purpose and intent behind clearing or disabling the ETW trace, as legitimate actions might occur in some scenarios. 
Assess the impact of the action and evaluate whether additional security measures or investigations are needed.","False positives are possible when legitimate system maintenance or monitoring tasks involve clearing or disabling ETW trace logs. These actions may be performed by authorized administrators for specific purposes.","(CommandLine=""*cl*"" CommandLine=""*/Trace*"") OR (CommandLine=""*clear-log*"" CommandLine=""*/Trace*"") OR (CommandLine=""*sl*"" CommandLine=""*/e:false*"") OR (CommandLine=""*set-log*"" CommandLine=""*/e:false*"") OR (CommandLine=""*logman*"" CommandLine=""*update*"" CommandLine=""*trace*"" CommandLine=""*--p*"" CommandLine=""*-ets*"") OR CommandLine=""*Remove-EtwTraceProvider*"" OR (CommandLine=""*Set-EtwTraceProvider*"" CommandLine=""*0x11*"")"
